iter	MAPE	RMSE
211	23.12418123	454171.5588
212	23.11313958	453582.0196
213	23.10010407	453173.1938
214	23.03994012	452634.9836
215	23.1600613	452326.392
216	23.15323197	451745.4269
217	23.11006142	451257.6846
218	23.16704648	451037.9302
219	23.13610158	449542.1549
220	22.96588412	449003.3188
221	23.01246563	448710.4931
222	22.92080907	447916.4785
223	22.87768935	447566.3806
224	22.98683777	446832.6889
225	22.9790137	445663.1576
226	22.97778446	445431.0294
227	22.98217166	445226.1107
228	22.98925219	444725.7317
229	22.8485471	444455.346
230	22.85652393	444210.1302
231	22.81560275	443350.2042
232	22.82882798	442764.6201
233	22.8889261	442539.3792
234	22.64727052	441932.4878
235	22.58823342	441591.691
236	22.67085808	441259.9912
237	22.70719713	440835.9191
238	22.73988889	440192.777
239	23.87675563	439740.7015
240	23.92537465	439562.277
241	23.89829669	438796.0765
242	23.87976566	438217.1395
243	23.85881086	438074.0557
244	23.81420722	437892.1261
245	23.91658644	437824.3796
246	23.95537691	437566.9692
247	23.90926405	437317.8625
248	23.87439368	437280.9091
249	23.92985232	437154.6666
250	23.92642966	436994.2049
251	23.82905347	436213.6586
252	23.89743936	435869.2379
253	23.65066086	435690.8768
254	23.80220249	435643.5094
255	23.8226363	435383.9069
256	23.74479908	435166.6367
257	23.89926115	434760.884
258	24.06110399	434412.3261
259	24.07068716	433932.8673
260	23.8698791	433823.7245
261	24.19645584	433583.5343
262	24.29886198	433155.9915
263	24.43386196	433137.4417
264	24.42339843	432998.389
265	24.34464095	432779.965
266	24.39503743	432632.4593
267	24.40465228	432434.9624
268	24.27013971	432219.9649
269	24.28983907	432033.4496
270	24.25594537	431904.5241
271	24.36395543	431753.1384
272	24.07959196	431652.8412
273	24.07383442	431647.9951
274	24.08781832	431432.1831
275	23.86949263	431135.0615
276	23.87744878	430539.2556
277	23.91252098	430488.7847
278	23.84201698	430304.9583
279	23.8239999	430011.9871
280	23.72974577	429808.3476
281	23.75346648	429631.8288
282	23.76076782	429554.1975
283	23.89867858	429040.8356
284	23.92117099	429034.4363
285	23.90447572	428821.6566
286	23.82944701	428659.4924
287	23.88545202	427394.6859
288	23.74499779	427069.3367
289	23.7190722	427061.0352
290	23.70276783	426936.9252
291	23.80590038	426649.131
292	23.77422312	426434.9991
293	23.75522135	426376.0294
294	23.73633697	426295.741
295	23.74714946	425988.1335
296	23.7037887	425817.048
297	23.65943248	425664.5855
298	23.52106193	425086.6301
299	23.5093647	424806.551
300	23.56926505	424578.46
301	23.53774404	424414.3769
302	23.56705102	423793.2761
303	23.58284068	423791.8058
304	23.31971114	423639.3349
305	23.2795281	423638.172
306	23.28030654	423218.3997
307	23.27635478	422769.7922
308	23.28546096	422661.497
309	23.52787394	422538.0742
310	23.67694902	421476.8784
311	23.41297227	421307.4655
312	23.41051838	421136.1094
313	23.43245344	421046.3569
314	23.41635307	420646.7971
315	23.30695406	420479.9853
316	23.46027546	420208.5991
317	23.40236017	419989.5308
318	23.41286427	419752.404
319	23.45243566	419168.1925
320	23.44894617	418924.4306
321	23.2783421	418607.8546
322	23.22335204	418453.1112
323	23.2970042	418046.0543
324	23.4285704	417935.0485
325	23.49393198	417640.4319
326	23.54393435	417149.0985
327	23.50675995	416530.2937
328	23.23108303	416343.0064
329	23.22005707	415952.7529
330	23.19385425	415867.3404
331	23.21641221	415760.0799
332	23.10351572	415609.8413
333	23.04903266	415388.6075
334	23.06778362	415294.3796
335	23.03483541	415052.6563
336	23.01526257	414890.5684
337	23.00355945	414812.8867
338	23.09481298	414739.2142
339	22.58476677	414479.3681
340	22.58757163	413986.5308
341	22.60039707	413142.5627
342	22.64189739	413045.0174
343	22.65074985	412580.9379
344	22.62883626	412462.2088
345	22.50699011	412270.0634
346	22.51579098	411961.0588
347	22.43537761	411845.0914
348	22.45307319	411534.9938
349	22.30105492	411273.5704
350	22.31995777	411094.6041
351	22.32720587	410756.5742
352	22.38134199	410522.3049
353	22.38224126	410340.0772
354	22.40488434	410138.5212
355	22.38279688	410003.2081
356	22.38661102	409738.3029
357	22.7790976	409366.8288
358	22.78697222	409140.6816
359	22.42175263	408982.763
360	22.4065746	408957.6835
361	22.38866076	408882.2518
362	22.38866529	408874.418
363	22.35621478	408807.1494
364	22.47017383	408642.1211
365	22.53046744	408601.8133
366	22.58905101	408452.8357
367	22.58404542	408248.7249
368	22.49784346	408091.3623
369	22.55193811	407956.1621
370	22.6521539	407684.899
371	22.60105638	407125.6959
372	22.59529823	407023.7112
373	22.62686294	407021.3926
374	22.66505681	406915.1896
375	22.68941002	406571.4609
376	22.73694503	406335.1666
377	22.71892011	406292.2642
378	22.71410699	406176.4292
379	22.70399136	405999.1837
380	22.78414037	405812.5078
381	22.6518169	405371.4576
382	22.42538185	405227.5057
383	22.52881757	405071.2631
384	22.52408592	404836.696
385	22.06122787	404516.6087
386	22.03969584	404307.9623
387	22.04295065	403944.6795
388	22.04231868	403624.9509
389	22.06543209	403381.9956
390	22.08839452	403197.553
391	22.12355018	402955.7464
392	22.1558111	402850.6327
393	22.19525019	402699.9024
394	22.22674632	402424.0324
395	22.28183516	402297.4256
396	22.2404358	402196.7786
397	22.22944817	402032.4223
398	22.30711957	401892.6633
399	22.29238709	401673.4372
400	22.263737	401512.5824
401	22.32578597	401411.1923
402	22.3002796	401291.1765
403	22.33062692	401192.1116
404	22.31638012	401105.5005
405	22.22588179	400949.9761
406	22.19830878	400570.0545
407	22.19987886	400429.2906
408	22.1874001	400409.0214
409	22.18691655	400354.2644
410	22.12964054	400257.5402
411	22.10565638	399957.0929
412	22.09478661	399950.4625
413	22.08344736	399803.3557
414	22.15739705	399363.0647
415	22.11372574	399232.6518
416	22.11011611	399147.9123
417	22.02667351	399102.4182
418	22.48321691	398940.226
419	22.47135092	398773.809
420	22.46290422	398716.6722
421	22.37565548	398428.4596
422	22.37396988	398230.2543
423	22.34475997	397958.5858
424	22.50624387	397697.7255
425	22.55256346	397575.1839
426	22.59016145	397481.912
427	22.55841729	397321.7911
428	22.60539737	397213.1193
429	22.62259139	397146.0199
430	22.83605445	397032.2252
431	22.94335823	396708.4251
432	22.94617984	396665.4311
433	22.84620867	396629.1616
434	22.84601105	396539.344
435	22.80933215	396475.1075
436	22.84266006	396241.9472
437	22.8136308	396204.2633
438	22.80963424	395971.7932
439	22.80425199	395886.963
440	22.78522369	395780.2851
441	22.78716459	395666.9578
442	22.71221832	395616.3247
443	22.68963347	395614.5637
444	22.69668451	395453.5993
445	22.73551041	395148.456
446	22.60056242	395077.8967
447	22.60261095	395071.9926
448	22.67132004	394842.9419
449	22.71522808	394657.5115
450	22.67065756	394540.8318
451	22.62256249	394142.7326
452	22.66938138	393925.7915
453	22.64548376	393808.4999
454	22.70930073	393247.9835
455	22.70097271	393087.1923
456	22.69950989	392913.5331
457	22.68007758	392819.7479
458	22.62800832	392518.7029
459	22.3121996	392400.1544
460	22.33057865	392276.1256
461	22.30973393	391876.3126
462	22.36441727	391776.0967
463	22.36521498	391712.7669
464	22.32346823	391445.0709
465	22.32018308	391179.3051
466	22.03674228	390779.5341
467	22.02498017	390538.9283
468	22.06459224	390312.8081
469	22.0907677	390056.5435
470	22.09656619	389895.476
471	22.07739779	389828.7933
472	22.14923329	389518.6347
473	22.18059336	389451.4615
474	22.23618303	389279.8345
475	22.19777606	389199.9318
476	22.26803982	389075.5079
477	22.28258897	389033.9643
478	22.41147296	388928.5484
479	22.40237631	388878.9019
480	22.37625069	388668.9879
481	22.26630075	388614.7578
482	22.27430294	388612.9554
483	22.25580377	388611.2648
484	22.26322665	388539.1267
485	22.27377146	388330.8347
486	22.25080897	388133.9051
487	22.24977575	388021.8758
488	22.28710358	387687.589
489	22.29397202	387686.4826
490	22.14087169	387380.5255
491	22.10384095	386916.3188
492	22.09331969	386914.7416
493	22.09276141	386689.9491
494	22.08880304	386325.9221
495	22.12377021	386107.1322
496	22.14620265	386043.5025
497	22.00710341	385731.0465
498	22.01920562	385588.3684
499	22.02259413	385131.7354
500	22.04979179	385116.7572
501	22.0383164	385009.5829
502	22.0487662	385000.9122
503	22.06379972	384670.2154
504	22.10973551	384603.6499
505	22.08359707	384295.6178
506	22.0758571	384205.8508
507	22.06891623	383828.9236
508	22.07009435	383577.551
509	22.07991434	383342.6001
510	22.1506453	382379.7331
511	22.14480369	382204.6317
512	22.1294226	382038.2123
513	21.29432821	381921.7402
514	21.28532698	381855.1422
515	21.31920713	381610.8844
516	21.30576519	381469.6254
517	21.32220269	381391.7787
518	21.35850073	381228.2847
519	21.31902434	381008.6759
520	21.30777967	381005.938
521	21.31571176	380757.5411
522	21.2984642	380604.2882
523	21.35692034	380429.9954
524	21.35396233	380114.7564
525	21.33775551	380021.0373
526	21.3368832	379754.4346
527	21.38695719	379613.5898
528	21.37955276	379528.3515
529	21.39163056	379458.4459
530	21.38480553	379396.7566
531	21.38788713	379317.5204
532	21.35399576	379212.6144
533	21.36943185	379080.1219
534	21.3622963	378968.9433
535	21.35005249	378966.2295
536	21.3636807	378853.1394
537	21.37702213	378717.6849
538	21.37801626	378606.1805
539	21.35300944	378475.4144
540	21.35168227	378432.9156
541	21.35838209	378425.2973
542	21.2177794	378305.1569
543	21.20563128	378140.6397
544	21.2282088	378006.1107
545	21.19560641	377953.4155
546	21.18893914	377912.5368
547	21.2129303	377686.9502
548	21.2262422	377586.5934
549	21.26316124	377445.2683
550	21.26261769	377339.104
551	21.3379989	377122.464
552	21.34109113	376961.2635
553	21.34552414	376909.5298
554	21.44044163	376824.3532
555	21.4255895	376708.911
556	21.48430586	376660.868
557	21.24042204	376351.136
558	21.23982787	376227.2653
559	21.23229565	375934.4683
560	21.47539545	375852.5187
561	21.45632691	375813.0467
562	21.62276289	375680.827
563	21.62304868	375570.6815
564	21.61723672	375419.3777
565	21.63531402	375383.1823
566	21.56235544	375333.593
567	21.55244041	375122.6345
568	21.55650586	374782.1552
569	21.53307102	374720.519
570	21.54638111	374488.5354
571	21.53751685	374379.9346
572	21.56524918	374300.4912
573	21.60057687	374156.7103
574	21.57787738	374077.6029
575	21.42937247	373901.0394
576	21.39090029	373784.2162
577	21.38026821	373733.1799
578	21.41019666	373604.5523
579	21.44250637	373601.8466
580	21.36649671	373483.0713
581	21.34977186	373366.5099
582	21.24751235	373006.4388
583	21.2911185	372889.7803
584	21.29000711	372864.2109
585	21.28291429	372659.7727
586	21.29409348	372579.9928
587	21.34652686	372498.4996
588	21.24877037	372483.0256
589	21.25659432	372481.5944
590	21.30533928	372307.2478
591	21.24872419	372188.0585
592	21.43617179	372036.6427
593	21.46092711	371751.823
594	21.47077241	371584.0316
595	21.48537718	371345.1835
596	21.45500178	371250.1304
597	21.43494337	371204.6921
598	21.42608458	371186.0823
599	21.41087495	371069.5361
600	21.4056179	371023.5691
601	21.38883995	370914.2323
602	21.39403839	370898.3712
603	21.38445911	370840.6801
604	21.35687216	370812.1641
605	21.33614106	370686.104
606	21.35972116	370598.9484
607	21.40852594	370521.7229
608	21.32412066	370394.0482
609	21.30839083	370322.2186
610	21.30519006	370305.8212
611	21.40590808	370268.9865
612	21.39640666	370193.2897
613	21.38828335	370144.5918
614	21.43303056	370012.6506
615	21.43573772	369865.6832
616	21.4526599	369817.7153
617	21.43427191	369727.3943
618	21.35663125	369623.1198
619	21.35491531	369575.3268
620	21.35332007	369506.1358
621	21.30544495	369392.4045
622	21.3164079	369329.2063
623	21.29828455	369193.2999
624	21.30486802	368989.7997
625	21.24778563	368869.5179
626	21.25419612	368761.6039
627	21.27485944	368661.9169
628	21.26440286	368510.8793
629	21.29146811	368290.6177
630	21.27380913	368216.3663
631	21.25882657	368202.9074
632	21.21200388	368132.4177
633	21.27788925	367976.6054
634	21.28689689	367830.35
635	21.28237608	367769.5292
636	21.29891184	367766.1758
637	21.13475126	367683.3184
638	21.12306176	367617.476
639	21.15025162	367526.1407
640	21.15875399	367433.3407
641	21.12740358	367397.7591
642	21.14025296	367348.1066
643	21.31100301	367267.7005
644	21.44276935	367195.1014
645	21.45408405	367113.9675
646	21.35232007	367073.5002
647	21.37667576	367002.398
648	21.36549696	366905.7555
649	21.26663909	366540.2717
650	21.27805258	366479.9794
651	21.16370988	366365.6387
652	21.17143175	366310.376
653	21.14779672	366282.7042
654	21.14318777	366230.7325
655	21.14034251	366158.403
656	21.13289082	366031.6178
657	21.05491277	365740.2344
658	21.0597611	365640.3199
659	21.04152756	365616.2922
660	20.9627313	365581.2327
661	20.97995949	365495.8327
662	21.07487518	365393.1208
663	21.07254984	365319.671
664	21.07032796	365288.1743
665	21.06996793	365266.3636
666	21.05341927	365197.8843
667	21.06130066	365037.088
668	21.05148848	364881.3997
669	21.04315776	364725.2021
670	21.07617954	364637.645
671	21.05241967	364429.0284
672	21.07654442	364317.4074
673	21.07734876	364230.4527
674	20.94238857	364135.0291
675	20.92112588	364104.189
676	20.89073079	364061.5098
677	20.89898456	364060.3215
678	20.62956106	363951.942
679	20.81427342	363882.6944
680	20.85650139	363784.3291
681	20.84333924	363752.0861
682	20.88053435	363582.1413
683	20.90149117	363492.9109
684	19.04174409	363327.8614
685	19.06873966	363169.5532
686	19.06598843	363159.8574
687	19.07417476	363145.8523
688	19.09626724	363110.6083
689	19.04118337	362693.3367
690	19.11912084	362644.8081
691	19.12028866	362637.1212
692	19.11040212	362635.8573
693	19.12110834	362615.0031
694	18.97591803	362448.1115
695	18.93598944	362316.4618
696	18.95360687	362277.4285
697	18.95373107	362245.3717
698	18.95185097	362156.3501
699	18.97297626	362050.031
700	19.03381469	361958.8687
701	19.05266363	361905.8018
702	19.05485482	361689.7522
703	19.02276739	361636.7417
704	19.02187777	361486.2974
705	19.00059258	361429.1072
706	19.06612111	361337.0621
707	19.01168308	361268.4326
708	19.01119954	361242.669
709	19.15100428	361094.1084
710	19.14450222	360977.8439
711	19.0914802	360923.8397
712	19.12079776	360710.2443
713	19.11935538	360625.7302
714	19.05511394	360524.6329
715	18.76417356	360467.8991
716	18.6018397	360414.7147
717	18.66107881	360372.8951
718	18.62019569	360364.1499
719	18.63664927	360289.2863
720	18.62989287	360191.2389
721	18.69309576	360073.2859
722	18.68400787	360055.8252
723	18.68048393	360054.4145
724	18.6980048	359979.1488
725	18.67748533	359930.6349
726	18.67994845	359892.7844
727	18.65767966	359807.9752
728	18.62647124	359706.2357
729	18.61778619	359610.0014
730	18.56671381	359560.9424
731	18.70012986	359269.652
732	18.61543809	359036.615
733	18.53589719	358974.8959
734	18.47495939	358874.6242
735	18.53732344	358754.401
736	18.5701498	358590.0545
737	18.54757341	358399.4124
738	18.55308311	358355.3129
739	18.55638066	358283.5756
740	18.53915204	357977.7517
741	18.55181667	357894.7836
742	18.53598619	357745.4498
743	18.50305746	357718.138
744	18.47891518	357620.9834
745	18.45203479	357515.9937
746	18.47811818	357418.6073
747	18.56569034	357176.3057
748	18.56251355	357092.4702
749	18.55610764	356982.2708
750	18.51246226	356948.4689
751	18.50513477	356943.6646
752	18.49410755	356685.7322
753	18.57213678	356619.0988
754	18.60489581	356554.4817
755	18.6068542	356460.6596
756	18.62768501	356299.2807
757	18.59883549	356187.8264
758	18.55676148	356090.4825
759	18.56172248	356062.8134
760	18.56834039	355915.3731
761	18.56732035	355881.9371
762	18.59550723	355758.3753
763	18.55177026	355704.5422
764	18.59925523	355656.9454
765	18.60269451	355587.129
766	18.61880179	355489.9613
767	18.6176881	355441.9884
768	18.63580942	355334.4247
769	18.49851399	355301.243
770	18.5085378	355160.5579
771	18.45071991	355063.3292
772	18.44603508	354667.0427
773	18.43092973	354601.9759
774	18.50921194	354481.0217
775	18.5092215	354323.2206
776	18.51057665	354257.3276
777	18.52302467	354220.0015
778	18.52632582	354144.2768
779	18.52789529	354030.8687
780	18.52617635	354013.5214
781	18.53040139	354006.9157
782	18.5344098	353981.1759
783	18.54084377	353896.9665
784	18.54047088	353810.0174
785	18.55665199	353801.3816
786	18.51171906	353670.2804
787	18.55466944	353596.8172
788	18.550959	353561.9105
789	18.59016126	353456.1656
790	18.53168819	353388.4401
791	18.57526648	353338.1883
792	18.59923214	353256.8603
793	18.5789077	353157.7768
794	18.602917	353080.4542
795	18.60572553	353046.4206
796	18.51810769	352937.2858
797	18.53429042	352852.3006
798	18.56722112	352764.6595
799	18.58119423	352692.2179
800	18.57235923	352579.4595
801	18.56934583	352570.6999
802	18.66339555	352434.4501
803	18.67210584	352299.0504
804	18.65660741	352274.2861
805	18.61474616	352220.6881
806	18.65615349	352166.0554
807	18.66754032	352135.4475
808	18.65234951	352122.1161
809	18.6556247	352079.5232
810	18.67435799	352067.079
811	18.66176544	351936.5071
812	18.66187641	351834.5696
813	18.65405504	351766.2014
814	18.64375395	351658.4681
815	18.70670921	351605.0218
816	18.66814467	351562.9612
817	18.65050879	351501.7205
818	18.65076504	351493.9769
819	18.62118099	351288.3712
820	18.63024486	351237.9877
821	18.61599414	351236.7503
822	18.61545077	351210.7787
823	18.59960272	351164.3875
824	18.74771639	351130.3476
825	18.74006872	351058.2904
826	18.752519	351022.9408
827	18.82036428	350966.8323
828	18.82284184	350937.76
829	18.82447235	350868.0072
830	18.80699045	350562.6482
831	18.82348035	350505.0624
832	18.8016478	350420.781
833	18.79257449	350352.781
834	18.80302631	350228.22
835	18.82571405	350195.1939
836	18.79883554	350154.2035
837	18.79344279	350139.7823
838	18.72490952	350014.4045
839	18.76113758	349977.626
840	18.73091375	349954.6024
841	18.74555822	349937.2694
842	18.69936891	349900.2146
843	18.70338815	349869.3429
844	18.71620825	349838.1604
845	18.92569139	349825.4692
846	18.95832937	349755.3187
847	18.94671842	349655.8465
848	18.93528504	349648.6324
849	18.93369478	349635.375
850	18.97177308	349580.6312
851	18.86125533	349504.7834
852	18.76124178	349471.4576
853	18.78184129	349447.7316
854	18.77099785	349279.7669
855	18.77360404	349209.9592
856	18.75916711	349061.9765
857	18.76533899	348965.7129
858	18.76581253	348912.7699
859	18.80344423	348860.067
860	18.80860218	348855.4948
861	18.73321729	348809.7104
862	18.67957389	348758.8887
863	18.66341279	348657.2224
864	18.61212169	348535.846
865	18.6035434	348507.8729
866	18.62360272	348400.925
867	18.61140682	348313.0896
868	18.60213644	348302.068
869	18.5705941	348298.3898
870	18.56433743	348166.5357
871	18.68806328	348085.5871
872	18.68883994	348039.5579
873	18.71429775	347962.8743
874	18.73113777	347960.2212
875	18.72641743	347950.7584
876	18.7347325	347875.9258
877	18.70511243	347718.8338
878	18.71671927	347417.0608
879	18.71345611	347251.1365
880	18.66104065	346819.8548
881	18.65580111	346764.1148
882	18.6661565	346653.9036
883	18.68184319	346615.1565
884	18.66792904	346564.7676
885	18.66356719	346529.2293
886	18.6643389	346485.4623
887	18.67874877	346325.6012
888	18.71401269	346238.0387
889	18.69667845	346196.5574
890	18.75313947	346174.0971
891	18.75896768	346015.0215
892	18.70396707	345917.0713
893	18.72149424	345855.7049
894	18.7864311	345808.0551
895	18.74946839	345764.5633
896	18.75779315	345728.9541
897	18.73015399	345602.2522
898	18.62962722	345584.4111
899	18.63349204	345552.3488
900	18.65599355	345533.9068
901	18.62541889	345441.0533
902	18.65330206	345372.4715
903	18.65443725	345358.9738
904	18.6726736	345306.183
905	18.69767962	345275.7503
906	18.69407632	345125.823
907	18.68601453	345122.1613
908	18.71555131	345026.0348
909	18.65823841	344990.618
910	18.67201533	344958.8088
911	18.80499102	344918.9048
912	18.80755276	344897.0865
913	18.84848178	344832.1258
914	18.91322745	344789.5104
915	18.91614813	344747.2134
916	18.90069467	344637.5153
917	18.89136696	344568.0101
918	18.897224	344539.0827
919	18.80866956	344504.9983
920	18.78365483	344499.2836
921	18.69925665	344480.2107
922	18.75265112	344207.1557
923	18.71582157	344172.7402
924	18.59449417	344091.2817
925	18.60111607	344077.2495
926	18.60180731	344061.5701
927	18.57726329	343997.4385
928	18.55820911	343964.556
929	18.49001027	343944.1393
930	18.47613745	343908.2865
931	18.52342497	343816.8555
932	18.52019475	343689.0219
933	18.45472467	343661.2728
934	18.5441749	343593.3739
935	18.5295062	343543.0082
936	18.54075957	343490.7962
937	18.6562772	343381.5763
938	18.64478333	343286.8232
939	18.64315287	343265.8305
940	18.65645454	343192.432
941	18.65303737	343030.1863
942	18.64869701	342984.0551
943	18.35316314	342900.3478
944	18.39771034	342872.3762
945	18.40171073	342865.1013
946	18.27707285	342849.8059
947	18.30055736	342790.4874
948	17.98610754	342705.8589
949	18.23425726	342463.0129
950	18.18808443	342427.5063
951	18.18870085	342413.8776
952	18.13152272	342306.1141
953	18.10945722	342235.6102
954	18.15921608	342203.2695
955	18.15821274	341919.292
956	18.17846815	341842.3965
957	18.18265803	341730.1828
958	18.22885511	341662.1381
959	18.22870657	341636.9136
960	18.19246174	341621.6225
961	18.13473193	341570.2726
962	18.12712252	341549.1576
963	18.09635237	341519.8561
964	18.07275361	341470.212
965	17.9768891	341461.2454
966	17.96681999	341334.2659
967	18.00545957	341266.6801
968	18.02642623	341148.6505
969	18.01917266	341124.9289
970	18.31958071	340972.387
971	18.30390672	340898.6669
972	18.30669416	340865.4467
973	18.29972763	340786.7127
974	18.37929225	340741.0107
975	18.40867949	340735.4299
976	18.54499084	340676.8974
977	18.56284458	340648.6211
978	18.56755804	340641.3762
979	18.55551886	340593.3795
980	14.95855434	340562.3484
981	14.92689937	340543.4035
982	14.92849426	340475.2183
983	14.89082167	340449.8567
984	14.98733256	340401.0195
985	15.01151813	340390.5302
986	14.95325216	340210.9417
987	14.88564491	340166.6743
988	14.88245647	340061.6991
989	14.83313093	340024.631
990	14.84244619	339990.848
991	14.82657252	339922.0764
992	14.89406019	339803.968
993	14.89743609	339667.0809
994	14.89429033	339630.4336
995	14.89737224	339523.0674
996	14.90264456	339426.1438
997	14.87330641	339408.7997
998	14.91628357	339331.4653
999	14.87449348	339276.5052
1000	14.68601534	339204.278
1001	14.94895687	339190.4693
1002	14.8752741	339123.5915
1003	14.86090081	338939.2372
1004	14.72791971	338829.9236
