iter	MAPE	RMSE
2252	8.591398008	300153.7226
2253	8.649846579	300138.8446
2254	8.65174116	300123.1881
2255	8.648998455	300101.7815
2256	8.640777746	300088.4704
2257	8.641559235	300050.6444
2258	8.651457804	300017.9024
2259	8.661188157	300011.1708
2260	8.656118665	299980.5332
2261	8.646989217	299978.9975
2262	8.653355287	299961.1864
2263	8.663320039	299937.2191
2264	8.667310112	299933.2936
2265	8.673475894	299923.0759
2266	8.672734264	299919.608
2267	8.671704117	299911.2328
2268	8.677530338	299903.4352
2269	8.676107326	299886.6537
2270	8.67535222	299877.1759
2271	8.687804961	299865.5347
2272	8.680216992	299861.9803
2273	8.683052686	299857.4407
2274	8.65903894	299827.4622
2275	8.653191351	299792.7766
2276	8.673850524	299779.0841
2277	8.65394246	299772.836
2278	8.65391084	299753.7177
2279	8.64678793	299727.4859
2280	8.652823774	299721.9649
2281	8.653848547	299698.3997
2282	8.648733074	299690.875
2283	8.641859667	299668.6107
2284	8.630710427	299661.607
2285	8.630539555	299659.0695
2286	8.617833913	299644.5467
2287	8.613353876	299641.7944
2288	8.621154315	299639.2704
2289	8.650093145	299621.4108
2290	8.645710373	299606.7332
2291	8.648382552	299592.3791
2292	8.660485305	299590.4601
2293	8.652083084	299589.1596
2294	8.667906965	299587.2212
2295	8.660970006	299570.012
2296	8.647341909	299535.5182
2297	8.659543424	299529.6007
2298	8.655460943	299517.491
2299	8.665502016	299514.3754
2300	8.659696386	299507.0886
2301	8.663299206	299463.6139
2302	8.660469433	299443.4068
2303	8.671202059	299437.9142
2304	8.672071829	299403.3537
2305	8.653867411	299346.4068
2306	8.653825261	299330.5963
2307	8.644085509	299307.769
2308	8.649445841	299288.7821
2309	8.644588419	299253.8429
2310	8.647024032	299248.0059
2311	8.647709209	299241.4738
2312	8.632297151	299225.9939
2313	8.613593209	299221.0328
2314	8.614984484	299214.225
2315	8.604989615	299185.2003
2316	8.603951467	299177.7741
2317	8.590433731	299176.0502
2318	8.599815291	299172.2153
2319	8.626999845	299154.4473
2320	8.642910229	299129.5421
2321	8.67319543	299119.9287
2322	8.670724592	299109.2188
2323	8.671582639	299053.9262
2324	8.679818955	299046.0324
2325	8.690380463	299036.052
2326	8.710406847	299027.049
2327	8.709649752	299024.8666
2328	8.706444778	299017.4814
2329	8.696852333	299012.176
2330	8.705026455	298997.9118
2331	8.718803242	298989.5046
2332	8.725049598	298975.2503
2333	8.72674787	298973.8233
2334	8.724850445	298964.7511
2335	8.718590338	298950.9611
2336	8.729350638	298904.6997
2337	8.7232897	298898.6375
2338	8.722058741	298898.3337
2339	8.716095714	298886.8689
2340	8.710320113	298864.7973
2341	8.708293235	298863.9342
2342	8.718316774	298856.4974
2343	8.706448455	298852.6192
2344	8.711357167	298851.628
2345	8.721225767	298846.1085
2346	8.720398305	298837.056
2347	8.730999558	298802.6514
2348	8.730085519	298781.2542
2349	8.724182911	298770.2613
2350	8.727521319	298762.9341
2351	8.726066312	298755.4246
2352	8.729485004	298742.3999
2353	8.712356212	298736.0359
2354	8.67284748	298722.4167
2355	8.675150067	298712.6123
2356	8.674124775	298699.0192
2357	8.702676445	298663.8021
2358	8.708765244	298654.1433
2359	8.715801574	298651.1662
2360	8.711459502	298648.0609
2361	8.719738656	298643.2367
2362	8.723822074	298634.2101
2363	8.722887655	298608.0978
2364	8.72238098	298598.4099
2365	8.720613921	298595.2106
2366	8.721690696	298589.5331
2367	8.719940871	298585.6588
2368	8.71857288	298575.0969
2369	8.72078308	298575.0736
2370	8.727872065	298560.3025
2371	8.719308634	298559.8451
2372	8.719400729	298556.2055
2373	8.712364429	298556.0671
2374	8.708027587	298541.0449
2375	8.731931822	298525.3867
2376	8.749025394	298474.8079
2377	8.742397198	298464.2647
2378	8.745342458	298462.6695
2379	8.848411938	298443.9146
2380	8.846972619	298426.2894
2381	8.851363629	298414.475
2382	8.866902319	298385.9526
2383	8.853383481	298357.4659
2384	8.84143492	298348.2306
2385	8.845058112	298340.429
2386	8.830660305	298327.7694
2387	8.819727622	298279.0278
2388	8.809153083	298264.8997
2389	8.844136468	298179.0909
2390	8.840123075	298156.6997
2391	8.821560785	298151.7035
2392	8.801983448	298102.452
2393	8.824111949	298077.6992
2394	8.820104933	298056.0156
2395	8.826568747	298038.3891
2396	8.832289872	298032.9059
2397	8.843616064	297962.0942
2398	8.83508491	297924.6752
2399	8.815329076	297903.5085
2400	8.83018488	297884.6911
2401	8.828149649	297876.0305
2402	8.83463938	297840.7096
2403	8.847743104	297794.3435
2404	8.847759571	297777.8731
2405	8.855539642	297767.2615
2406	8.814232533	297751.2589
2407	8.824221651	297720.7546
2408	8.811971779	297697.1642
2409	8.805348921	297668.3948
2410	8.840812584	297633.8346
2411	8.869679977	297622.2755
2412	9.114583148	297609.6786
2413	9.131811569	297601.0942
2414	9.128538123	297573.5631
2415	9.118314601	297564.7682
2416	9.124689854	297555.8788
2417	9.158565368	297547.2995
2418	9.15838701	297538.9144
2419	9.154506405	297530.4295
2420	9.151853695	297510.7652
2421	9.171841521	297506.9697
2422	9.169735309	297505.8444
2423	9.158671292	297500.5067
2424	9.181410744	297482.5911
2425	9.196373725	297477.862
2426	8.995286812	297459.7787
2427	9.014398888	297452.8655
2428	9.019546034	297436.346
2429	9.043968051	297287.8887
2430	9.020937198	297279.9072
2431	9.019090417	297278.8972
2432	9.034837348	297261.6239
2433	9.054140283	297256.0354
2434	9.046245761	297237.1688
2435	9.041884039	297229.9442
2436	9.052267302	297225.6613
2437	9.050668074	297221.6944
2438	9.032212373	297217.9419
2439	9.013976427	297203.5426
2440	9.040014423	297202.7035
2441	9.048174999	297202.3704
2442	9.043730955	297193.8693
2443	9.051876544	297163.5337
2444	9.045336462	297161.0009
2445	8.809466444	297155.232
2446	8.82052648	297147.036
2447	8.822795812	297142.4974
2448	8.814970928	297127.7049
2449	8.79801894	297127.0416
2450	8.804432449	297100.731
2451	8.803755441	297094.0035
2452	8.801883092	297086.3121
2453	8.797920347	297055.6635
2454	8.803038812	297049.7838
2455	8.783149519	297047.3013
2456	8.783964577	297044.1923
2457	8.766292317	297014.181
2458	8.772542389	296997.1472
2459	8.76525878	296974.3719
2460	8.759889473	296960.1624
2461	8.761403832	296946.4669
2462	8.764200409	296911.3838
2463	8.765297762	296893.3329
2464	8.768056576	296700.2491
2465	8.777355951	296668.5123
2466	8.777528626	296651.3142
2467	8.758353309	296636.5039
2468	8.772112751	296635.9563
2469	8.781244524	296627.9139
2470	8.786596645	296614.0351
2471	8.780233332	296610.1327
2472	8.780597988	296607.6729
2473	8.804664562	296597.2845
2474	8.798945064	296590.9109
2475	8.811100718	296575.7498
2476	8.811427579	296554.1582
2477	8.813028855	296548.6479
2478	8.814179235	296544.5095
2479	8.806968037	296528.7562
2480	8.802962927	296528.0812
2481	8.805404235	296525.3588
2482	8.803609954	296476.4826
2483	8.790107184	296447.6046
2484	8.79932525	296443.8815
2485	8.808035763	296438.1713
2486	8.810539782	296426.7314
2487	8.823740016	296416.0088
2488	8.812944663	296404.6516
2489	8.8093072	296400.5556
2490	8.819584379	296381.6731
2491	8.816789691	296376.8709
2492	8.825685468	296364.4729
2493	8.827452432	296335.7743
2494	8.830477101	296317.8435
2495	8.86470123	296306.0898
2496	8.86898638	296264.9662
2497	8.860781175	296243.9753
2498	8.83392469	296233.268
2499	8.843345208	296227.9589
2500	8.849026382	296210.2611
2501	8.797919167	296191.7318
2502	8.812442631	296177.1605
2503	8.829357164	296161.9317
2504	8.838431505	296141.6152
2505	8.860599427	296129.4855
2506	8.870276128	296108.0684
2507	8.869091165	296083.4046
2508	8.906306797	296063.7097
2509	8.903536442	296055.4461
2510	8.920581695	296052.7227
2511	8.91851624	296012.1223
2512	8.917157872	295996.3078
2513	8.912507807	295973.2232
2514	8.883587713	295963.4577
2515	8.878702622	295939.6151
2516	8.874827943	295935.2567
2517	8.884772408	295932.2413
2518	8.88920131	295924.7524
2519	8.880151887	295887.7124
2520	8.903069129	295855.9658
2521	8.90347085	295848.3573
2522	8.903853654	295817.1032
2523	8.887902914	295811.2484
2524	8.887175989	295809.3132
2525	8.890634624	295808.2341
2526	8.883205978	295797.6828
2527	8.873406777	295790.8616
2528	8.775052382	295772.0102
2529	8.767268145	295766.3032
2530	8.769844332	295763.7124
2531	8.768177389	295757.7766
2532	8.771904835	295754.2182
2533	8.774351056	295752.7004
2534	8.764316627	295749.5715
2535	8.737745224	295743.8554
2536	8.722969254	295724.5636
2537	8.708328721	295709.8714
2538	8.711210194	295709.7794
2539	8.706205147	295706.0914
2540	8.700742305	295687.6142
2541	8.695535426	295682.3492
2542	8.724941686	295677.6377
2543	8.725545622	295677.0396
2544	8.725203691	295665.8228
2545	8.724591117	295660.0447
2546	8.732397139	295649.8353
2547	8.732539058	295635.9684
2548	8.74616239	295589.6273
2549	8.74147755	295583.9349
2550	8.786005179	295558.6629
2551	8.810152262	295532.3952
2552	8.776230853	295519.4321
2553	8.745395613	295485.9931
2554	8.64870154	295471.1481
2555	8.65056611	295466.466
2556	8.651865855	295457.5908
2557	8.662194079	295447.3969
2558	8.63830074	295433.4164
2559	8.651464167	295420.3109
2560	8.646170985	295393.4133
2561	8.65218576	295385.7979
2562	8.649581276	295382.9872
2563	8.652548827	295373.6881
2564	8.648532707	295350.1181
2565	8.649580395	295342.8157
2566	8.661973252	295258.7156
2567	8.665388285	295254.1947
2568	8.673120229	295227.6546
2569	8.669551921	295207.0737
2570	8.701043797	295196.5588
2571	8.683955539	295184.2591
2572	8.681732233	295181.0901
2573	8.683321349	295171.653
2574	8.683456813	295167.1605
2575	8.683589629	295141.5709
2576	8.680163644	295130.0293
2577	8.684719994	295128.6138
2578	8.686049598	295115.6853
2579	8.703322809	295102.5233
2580	8.714359478	295091.6447
2581	8.745164293	295070.6872
2582	8.741326742	295038.0668
2583	8.752072203	295011.2166
2584	8.750240022	295009.0173
2585	8.752336241	294996.6124
2586	8.753331438	294986.7641
2587	8.731423588	294983.4445
2588	8.73407835	294982.797
2589	8.746216812	294982.4445
2590	8.73610133	294963.9681
2591	8.736593364	294959.7325
2592	8.718235052	294951.149
2593	8.724317329	294947.9964
2594	8.735514418	294923.8596
2595	8.726952375	294909.7575
2596	8.728858386	294893.613
2597	8.717115374	294816.1339
2598	8.720936492	294810.6541
2599	8.727195665	294788.6678
2600	8.738744194	294764.0024
2601	8.74337492	294747.8463
2602	8.739191657	294745.2006
2603	8.716101376	294725.1872
2604	8.719161003	294708.3111
2605	8.716940983	294698.9806
2606	8.730945717	294697.163
2607	8.716258378	294669.4081
2608	8.725362151	294659.2566
2609	8.716908976	294652.0194
2610	8.689940268	294629.4076
2611	8.700812083	294619.715
2612	8.691788955	294608.5702
2613	8.702229892	294597.3916
2614	8.669887249	294564.0588
2615	8.675346921	294562.3971
2616	8.6792828	294549.5664
2617	8.689312596	294534.505
2618	8.690510187	294528.3859
2619	8.665506298	294524.713
2620	8.651777885	294511.7387
2621	8.669523078	294483.362
2622	8.669508963	294479.3633
2623	8.658958466	294477.7076
2624	8.654762091	294468.804
2625	8.653513232	294467.6618
2626	8.655253006	294453.4932
2627	8.652176319	294444.3624
2628	8.667541148	294413.4043
2629	8.674495896	294406.027
2630	8.677148636	294398.8588
2631	8.706688094	294392.9053
2632	8.694396171	294376.2056
2633	8.749236589	294357.1697
2634	8.750227659	294340.8483
2635	8.747718266	294338.6029
2636	8.75106834	294330.6796
2637	8.753457534	294323.1092
2638	8.735434637	294294.6064
2639	8.741067203	294267.5898
2640	8.734625646	294225.9487
2641	8.600501276	294216.6216
2642	8.60184569	294212.2531
2643	8.623286181	294186.16
2644	8.625093216	294180.1801
2645	8.607953095	294161.0632
2646	8.633308959	294142.8457
2647	8.669568202	294117.4005
2648	8.631470333	294093.1055
2649	8.638300566	294084.1417
2650	8.611905108	294075.0458
2651	8.603044085	294049.8188
2652	8.625804007	294019.6462
2653	8.600909551	294017.4669
2654	8.594489907	294016.1387
2655	8.588507528	294013.0637
2656	8.596279341	294003.8404
2657	8.589246515	293989.3005
2658	8.583667049	293983.6823
2659	8.591017057	293979.3934
2660	8.591358754	293975.0583
2661	8.602501033	293967.7713
2662	8.595243129	293961.7917
2663	8.60145855	293958.6474
2664	8.58039819	293941.2132
2665	8.585482238	293939.8375
2666	8.579751173	293902.4769
2667	8.578772542	293857.3727
2668	8.578537562	293842.4004
2669	8.574533313	293815.2519
2670	8.579254949	293807.7798
2671	8.580990236	293789.6269
2672	8.580182634	293777.8616
2673	8.569979815	293741.5152
2674	8.577932096	293640.4822
2675	8.576361894	293624.3063
2676	8.582893076	293610.9632
2677	8.578109998	293600.2205
2678	8.574843615	293589.4046
2679	8.578224152	293577.8001
2680	8.585435698	293552.97
2681	8.576771743	293549.1288
2682	8.577352965	293538.458
2683	8.574001337	293520.8354
2684	8.581379446	293503.3257
2685	8.577916408	293491.0559
2686	8.573856684	293480.7907
2687	8.582792474	293472.0829
2688	8.595913694	293409.8418
2689	8.591956147	293400.0549
2690	8.622539847	293387.4891
2691	8.616863878	293326.4566
2692	8.62801739	293317.1617
2693	8.632992744	293316.0582
2694	8.633608108	293313.953
2695	8.623574449	293307.0761
2696	8.61136578	293290.917
2697	8.559067718	293269.8529
2698	8.558274655	293260.2088
2699	8.563448999	293256.342
2700	8.559518858	293255.254
2701	8.563219496	293239.6194
2702	8.554584065	293231.13
2703	8.557972022	293226.1676
2704	8.555622229	293221.9039
2705	8.56940865	293172.8146
2706	8.583005047	293143.4445
2707	8.582520584	293142.9092
2708	8.590553507	293135.0949
2709	8.58824215	293133.934
2710	8.582125048	293121.1694
2711	8.597422497	293104.2848
2712	8.596693363	293102.7107
2713	8.556517307	293077.1989
2714	8.560040532	293059.4584
2715	8.575800825	293034.6876
2716	8.57474494	293018.5856
2717	8.568496557	292987.9802
2718	8.576289781	292983.0305
2719	8.583148443	292981.0172
2720	8.586056827	292975.7335
2721	8.569961999	292963.3473
2722	8.567691333	292962.2107
2723	8.56566056	292959.8164
2724	8.559347279	292921.077
2725	8.535509888	292916.6437
2726	8.527765075	292899.5026
2727	8.544258334	292877.8702
2728	8.553377431	292864.9789
2729	8.551723116	292851.2953
2730	8.553207857	292849.9196
2731	8.672333394	292836.9142
2732	8.626080226	292830.5627
2733	8.639387429	292797.9951
2734	7.203653812	292762.8313
2735	7.214202442	292743.0046
2736	7.213278336	292719.4361
2737	7.209394877	292705.7976
2738	7.26010997	292687.8984
2739	7.248852164	292658.4832
2740	7.234609424	292641.5879
2741	7.242638672	292636.803
2742	7.238754929	292593.4321
2743	7.251618899	292581.5078
2744	7.238070229	292568.894
2745	7.240900377	292544.3043
2746	7.228729098	292519.9279
2747	7.230465931	292471.2948
2748	7.24490492	292448.0211
2749	7.281872256	292439.8943
2750	7.278903036	292435.0309
2751	7.268291673	292416.2797
2752	7.261840131	292370.4693
2753	7.258591494	292341.6035
2754	7.251822091	292327.5113
2755	7.265024468	292326.0301
2756	7.24542671	292315.652
2757	7.250937186	292303.8834
2758	7.25088699	292290.3781
2759	7.251826854	292143.1832
2760	7.277441454	292126.078
2761	7.505631838	292119.9202
2762	7.512553778	292103.6792
2763	7.519267296	292100.1486
2764	7.511160078	292034.4715
2765	7.510027216	292032.1696
2766	7.499921291	292021.0446
2767	7.498233514	292013.6674
2768	7.501940554	291940.7093
2769	7.511776712	291931.8693
2770	7.509215133	291921.7665
2771	7.514314939	291919.6699
2772	7.472114845	291887.9547
2773	7.465479931	291879.5686
2774	7.462139781	291854.5516
2775	7.468303252	291843.4812
2776	7.515154768	291835.0981
2777	7.502160988	291832.4405
2778	7.496079942	291825.5688
2779	7.502779292	291817.3521
2780	7.504040438	291812.4144
2781	7.503396319	291805.718
2782	7.513237175	291803.3955
2783	7.540258075	291796.1706
2784	7.543731315	291757.4994
2785	7.546096742	291751.7646
2786	7.573503605	291741.5487
2787	7.545451317	291737.2064
2788	7.556364451	291712.7437
2789	7.567534948	291683.4757
2790	7.563808931	291638.9879
2791	7.57073849	291632.1594
2792	7.560798392	291623.1338
2793	7.521308146	291600.4994
2794	7.525005224	291594.023
2795	7.51766742	291573.7248
2796	7.508078239	291551.9053
2797	7.51711887	291548.1901
2798	7.516063713	291545.681
2799	7.509164432	291539.881
2800	7.803487059	291529.3865
2801	7.79388914	291523.6916
2802	7.798810231	291493.5804
2803	7.80166855	291490.554
2804	7.819804365	291484.2528
2805	7.817896582	291473.4618
2806	7.84493283	291449.5656
2807	7.840536913	291449.1704
2808	7.837019173	291442.8121
2809	7.803656547	291436.6775
2810	7.8067302	291426.605
2811	7.839635617	291403.6369
2812	7.853367566	291399.5341
2813	7.854017655	291366.0432
2814	7.862947362	291353.0784
2815	7.825558976	291333.2375
2816	7.837902166	291318.3053
2817	7.848756974	291313.1373
2818	7.834356851	291231.8434
2819	7.850212368	291221.2811
2820	7.884943629	291206.5552
2821	7.902807816	291197.3431
2822	7.900475213	291192.7779
2823	7.898271749	291187.6262
2824	8.023130878	291173.6447
2825	8.023376614	291169.6313
2826	8.021839979	291156.9302
2827	8.025599926	291154.1612
2828	8.021910667	291133.0686
2829	8.02532332	291119.7614
2830	8.014045177	291115.1403
2831	8.014124027	291081.1326
2832	8.010789506	291074.1237
2833	8.017318847	291071.5798
2834	8.028393418	291070.1076
2835	8.033485613	291066.6902
2836	8.031285592	291058.39
2837	8.03292342	291048.6354
2838	8.029362738	291021.4509
2839	8.050779977	291013.7984
2840	8.037172249	290993.4294
2841	8.003764505	290987.7498
2842	8.012809972	290971.4117
2843	8.013290445	290969.633
2844	8.008569061	290968.7334
2845	8.00145225	290964.9092
2846	8.002244899	290932.28
2847	8.001425153	290924.0651
2848	8.007533659	290902.842
2849	8.008924467	290889.4233
2850	8.017838862	290879.1193
2851	7.993576094	290864.4203
2852	7.987112914	290862.9814
2853	7.994949221	290835.9825
2854	7.991812495	290825.0139
2855	7.976998634	290814.219
2856	7.988409864	290810.0125
2857	7.992649235	290801.9709
2858	7.995332321	290791.9038
2859	7.9865262	290787.515
2860	7.989337575	290783.976
2861	7.985979834	290776.0649
2862	7.996677103	290750.9086
2863	7.993159515	290748.3105
2864	7.985033633	290731.55
2865	7.983430249	290722.167
2866	7.969185842	290715.9993
2867	8.011285747	290701.09
2868	8.00817469	290694.0184
2869	7.902417987	290685.9577
2870	7.90032223	290684.8728
2871	7.90753482	290656.9656
2872	7.909366543	290653.3448
2873	7.89195619	290640.9567
2874	7.920927357	290609.6186
2875	7.941705308	290589.9411
2876	7.944457242	290567.9171
2877	7.947155266	290545.6079
2878	7.943092097	290542.553
2879	7.920490333	290495.8278
2880	7.915949423	290488.2187
2881	7.918875082	290470.0523
2882	7.908706267	290448.1966
2883	7.911083883	290447.4389
2884	7.910172166	290442.3074
2885	7.899719351	290438.1296
2886	7.895759415	290429.0515
2887	7.892240843	290426.7307
2888	7.925519936	290421.8248
2889	7.934351543	290402.2456
2890	7.93488465	290387.0613
2891	7.925595964	290383.153
2892	7.923718362	290381.589
2893	7.912071307	290289.4648
2894	7.903623152	290283.8645
2895	7.910554565	290261.844
2896	7.97162332	290234.152
2897	7.978732339	290226.8464
2898	7.980318311	290225.9701
2899	7.971791331	290212.2025
2900	7.940135936	290197.8689
2901	7.928358419	290191.6414
2902	7.937083279	290185.9089
2903	7.934077303	290177.0963
2904	7.939179728	290174.0318
2905	7.908856416	290163.6081
2906	7.923559133	290156.3765
2907	7.923327596	290122.0046
2908	7.93077281	290080.571
2909	7.898514141	290076.0901
2910	7.891621485	290068.2051
2911	7.894481782	290060.1818
2912	7.901463603	290054.5581
2913	7.903852179	290039.6567
2914	7.812661106	290034.2232
2915	7.788679891	290011.483
2916	7.77973806	290002.0413
2917	7.821237063	289948.5571
2918	7.810910204	289923.3716
2919	7.826605589	289919.2912
2920	7.818235581	289900.8993
2921	7.801740189	289896.1256
2922	7.801697581	289895.7186
2923	7.800596657	289892.8572
2924	7.792740294	289882.4525
2925	8.250524982	289855.5656
2926	8.259822781	289853.622
2927	8.259441074	289853.5897
2928	8.259520694	289842.886
2929	8.257701085	289836.1664
2930	8.270289712	289826.5227
2931	8.266154449	289790.9554
2932	8.264003468	289787.0222
2933	7.679214015	289779.8624
2934	7.680693093	289778.3734
2935	7.685823522	289776.0394
2936	7.672520253	289770.6648
2937	7.679303288	289765.8663
2938	7.680483998	289759.9286
2939	7.671095215	289754.3011
2940	7.672648015	289719.2748
2941	7.667780952	289696.2514
2942	7.672282182	289688.7397
2943	7.67321592	289687.0493
2944	7.668799322	289685.938
2945	7.67364112	289659.5708
2946	7.672313583	289621.5828
2947	7.669257709	289616.03
2948	7.66547156	289600.8815
2949	7.662840458	289524.5324
2950	7.66227856	289521.2391
2951	8.103034029	289496.8809
2952	8.096410156	289487.6316
2953	8.096186562	289478.1602
2954	8.101396143	289474.8841
2955	8.099176042	289468.8256
2956	8.098196758	289456.5432
2957	8.068135815	289453.1285
2958	8.063418751	289432.241
2959	8.067594285	289414.1238
2960	8.124355154	289379.6224
2961	8.12649507	289372.7464
2962	8.118354778	289347.8501
2963	8.111523102	289305.4212
2964	8.077941277	289299.9973
2965	8.074413051	289277.5626
2966	8.070405942	289263.7187
2967	8.076468496	289260.9019
2968	8.080090596	289257.6314
2969	8.085079758	289247.7884
2970	8.092751353	289241.473
2971	8.075936882	289214.7986
2972	8.071591764	289213.9854
2973	8.062010595	289191.2504
2974	8.066410837	289176.0984
2975	8.071697548	289165.3135
2976	8.074075133	289156.3837
2977	8.06953492	289152.4676
2978	8.060419734	289142.3947
2979	8.061354335	289132.784
2980	8.063857152	289131.7403
2981	8.06170109	289129.4483
2982	8.061589139	289129.3376
2983	8.060412847	289126.3767
2984	8.080603457	289100.6441
2985	8.088571879	289097.8905
2986	8.075449807	289090.0996
2987	8.078611576	289082.173
2988	8.079145365	289077.4024
2989	8.085197764	289075.3434
2990	8.07467289	289069.897
2991	8.06792513	289065.8279
2992	8.052483494	289051.985
2993	8.068286912	289038.756
2994	8.069297807	289031.7418
2995	8.08291523	289024.9279
2996	8.090926223	288991.6562
2997	8.089757333	288981.6726
2998	8.121432942	288968.0292
2999	8.127750947	288952.9284
3000	8.150183608	288923.1565
3001	8.138757399	288853.3338
3002	8.176094783	288846.0102
3003	8.172090401	288827.5593
3004	8.16797936	288814.249
3005	8.183205591	288748.5087
3006	8.180255889	288733.0195
3007	8.176848908	288718.5438
3008	8.175717941	288717.3076
3009	8.179416048	288711.3786
3010	8.158652538	288702.67
3011	8.16932897	288695.4191
3012	8.180747526	288683.9239
3013	8.181344983	288668.0899
3014	8.169331284	288654.3704
3015	8.168062122	288646.4885
3016	8.17339663	288640.8981
3017	8.173690994	288634.1583
3018	8.196512604	288631.2775
3019	8.193370269	288626.2755
3020	8.188546239	288622.9795
3021	8.188074161	288596.5402
3022	8.240945435	288588.0588
3023	8.24297246	288583.2776
3024	8.230943758	288577.8237
3025	8.227550046	288573.7944
3026	8.238747344	288565.0234
3027	7.649667559	288554.1339
3028	7.652843783	288551.0243
3029	7.647243163	288527.8318
3030	7.641394421	288522.1777
3031	7.650968904	288518.1943
3032	7.654454118	288510.6726
3033	7.660427823	288505.4404
3034	7.650666104	288499.0922
3035	7.504893846	288492.511
3036	7.50104241	288482.7657
3037	7.511581871	288464.9471
3038	7.50895402	288462.0664
3039	7.502603607	288456.4219
3040	7.503434846	288449.9324
3041	7.504683848	288442.5177
3042	7.505019147	288392.9247
3043	7.516399944	288376.4564
3044	7.516055264	288374.4286
3045	7.51158477	288366.4147
3046	7.509593172	288362.2733
3047	7.507550499	288361.6189
3048	7.487631443	288340.2074
3049	7.478224337	288331.7691
3050	7.464585203	288309.1505
3051	7.472614296	288272.3946
3052	7.471700791	288265.6892
3053	7.528862396	288262.9454
3054	7.521321272	288254.5911
3055	7.558143094	288248.9118
3056	7.541588739	288242.0954
3057	7.534776425	288236.077
3058	7.544254424	288233.7842
3059	7.546309553	288232.4266
3060	7.545206027	288217.8634
3061	7.547023707	288213.9539
3062	7.549550328	288189.9391
3063	7.52979415	288180.4333
3064	7.532387157	288142.3816
3065	7.536892499	288108.6565
3066	7.528770836	288104.7288
3067	7.531606037	288099.0928
3068	7.489049729	288093.1042
3069	7.487554666	288081.264
3070	7.468334528	288067.4323
3071	7.471444045	288059.3987
3072	7.467668718	288054.144
3073	7.464162827	288037.1773
3074	7.466467706	288022.0112
3075	7.466805912	288019.6297
3076	7.466613024	288008.0354
3077	7.468823641	287986.1973
3078	7.489194885	287956.5781
3079	7.484070858	287945.972
3080	7.483821657	287944.7573
3081	7.502516023	287937.0204
3082	7.460849715	287933.9232
3083	7.468174896	287908.2715
3084	7.462703405	287898.0387
3085	7.46093066	287890.2709
3086	7.459418346	287887.027
3087	7.502620257	287851.3705
3088	7.500176393	287838.0052
3089	7.500188417	287828.5051
3090	7.537861142	287821.657
3091	7.523598274	287816.505
3092	7.519653668	287781.7817
3093	7.51850444	287776.4989
3094	7.52227682	287769.2099
3095	7.529844056	287763.4293
3096	7.519448194	287750.2556
3097	7.513570395	287746.8742
3098	7.504090173	287712.185
3099	7.505912587	287710.9488
3100	7.313259495	287697.7925
3101	7.310981961	287691.4957
3102	7.313124253	287655.4658
3103	7.314667435	287650.416
3104	7.316565046	287647.8274
3105	7.317992825	287646.2717
3106	7.695111452	287641.9188
3107	7.683488546	287635.1849
3108	7.681666421	287631.7008
3109	7.672550042	287628.0738
3110	7.688663003	287623.7498
3111	7.685427812	287588.4054
3112	7.672486818	287582.2803
3113	7.675773258	287581.2532
3114	7.683635639	287563.8207
3115	7.685655285	287511.7038
3116	7.676253503	287502.2868
3117	7.674743169	287488.3479
3118	7.678753198	287484.9478
3119	7.661764869	287431.5602
3120	7.661388382	287431.4665
3121	7.660528434	287430.3811
3122	7.62313538	287414.818
3123	7.624332098	287410.1656
3124	7.621063725	287407.247
3125	7.720100471	287402.0214
3126	7.709415574	287401.5079
3127	7.695022507	287384.67
3128	7.685901482	287382.0817
3129	7.688667381	287377.0428
3130	7.69087378	287372.1454
3131	7.686527138	287360.6589
3132	7.701221738	287337.9226
3133	7.704386015	287328.4677
3134	7.70144795	287319.2583
3135	7.703941493	287314.0785
3136	7.709192394	287301.4495
3137	7.716156393	287297.8091
3138	7.695185193	287268.3988
3139	7.698849818	287262.7711
3140	7.69158609	287255.2289
3141	7.693409019	287246.2396
3142	7.728987375	287227.9314
3143	7.728200348	287222.216
3144	7.736857211	287207.5194
3145	7.735843121	287192.3758
3146	7.666746212	287184.247
3147	7.622353559	287165.6156
3148	7.632501407	287139.1247
3149	7.624404147	287132.8575
3150	7.617733426	287125.8148
3151	7.611118661	287122.1881
3152	7.622007353	287121.3892
3153	7.633175056	287116.2773
3154	7.608354254	287087.5996
3155	7.610764609	287086.2277
3156	7.598498297	287071.8972
3157	7.60383053	287065.509
3158	7.613688631	287051.2261
3159	7.621035902	287048.876
3160	7.63147463	287029.0075
3161	7.642370491	287028.3287
3162	7.645432912	287028.0729
3163	7.647257672	287020.1691
3164	7.65261555	287019.1331
3165	7.60719411	287002.1799
3166	7.617032962	286994.0899
3167	7.604756795	286991.295
3168	7.611632766	286977.2629
3169	7.59555474	286962.2941
3170	7.600173115	286944.1045
3171	7.58763048	286932.4791
3172	7.581626323	286929.4964
3173	7.590300864	286924.7802
3174	7.592474964	286923.3391
3175	7.601471783	286913.2795
3176	7.600748087	286907.9633
3177	7.599668379	286890.4196
3178	7.59519497	286877.7678
3179	7.498194771	286868.4134
3180	7.497997022	286864.6229
3181	7.504585491	286836.9992
3182	7.497230409	286832.6211
3183	7.496372998	286817.9346
3184	7.502632131	286797.1412
3185	7.477184296	286795.4483
3186	7.47395777	286783.6972
3187	7.477979589	286759.7984
3188	7.477121087	286750.583
3189	7.48194551	286741.617
3190	7.474026249	286728.5572
